accuracy,f1_score,iou,loss,mcc,precision,recall,specificity,val_accuracy,val_f1_score,val_iou,val_loss,val_mcc,val_precision,val_recall,val_specificity
0.8754600882530212,0.5403133630752563,0.617886483669281,0.8218426704406738,0.5236369371414185,0.39807602763175964,0.8406602144241333,0.878779411315918,0.6691994667053223,0.2487444132566452,0.39662089943885803,0.978554368019104,0.1718221753835678,0.1571987122297287,0.6211096048355103,0.6966397762298584
0.8852841854095459,0.5627185106277466,0.6338275671005249,0.8082807660102844,0.5462631583213806,0.4211110472679138,0.8478013873100281,0.8888583779335022,0.670116662979126,0.2607693672180176,0.40013229846954346,0.97845458984375,0.19117683172225952,0.1635700911283493,0.6560232043266296,0.695701003074646
0.8931984305381775,0.582267165184021,0.6476539373397827,0.7954793572425842,0.5661183595657349,0.4414597153663635,0.8549452424049377,0.8968454599380493,0.7340643405914307,0.30924564599990845,0.4487134516239166,0.9761426448822021,0.24952638149261475,0.19876061379909515,0.6537510752677917,0.7682586312294006
0.8995023369789124,0.5986640453338623,0.6592796444892883,0.7838074564933777,0.5827431082725525,0.4588697552680969,0.8609125018119812,0.9031813144683838,0.7878189086914062,0.348227858543396,0.49150359630584717,0.9737128019332886,0.28972262144088745,0.23745356500148773,0.6235768795013428,0.8255942463874817
0.9052825570106506,0.6140563488006592,0.6702994108200073,0.7727163434028625,0.5981436967849731,0.47582346200942993,0.8653936386108398,0.9090849161148071,0.8296611309051514,0.37919384241104126,0.5275374054908752,0.9692203998565674,0.319659560918808,0.2814962863922119,0.5860543251037598,0.867820143699646
0.9106279015541077,0.6288146376609802,0.6809365153312683,0.762152910232544,0.6128695011138916,0.4924822449684143,0.8694219589233398,0.9145557880401611,0.86409592628479,0.4030325412750244,0.5582868456840515,0.9636898040771484,0.34202221035957336,0.33534300327301025,0.5333271026611328,0.9040534496307373
0.915248692035675,0.6416277885437012,0.6903045177459717,0.7521468997001648,0.6254042387008667,0.5077301263809204,0.8713298439979553,0.9194352626800537,0.886138916015625,0.4163416028022766,0.5775021910667419,0.9582422971725464,0.3568107783794403,0.38847801089286804,0.4817492961883545,0.9293233156204224
0.9193487763404846,0.6532339453697205,0.6988551616668701,0.7428624033927917,0.6366733908653259,0.5220288038253784,0.8723768591880798,0.9238259792327881,0.9013371467590332,0.42094630002975464,0.5890124440193176,0.9541847705841064,0.36741968989372253,0.44522032141685486,0.431548148393631,0.9487167596817017
0.9230916500091553,0.6644681096076965,0.7071089148521423,0.7335246205329895,0.6477822065353394,0.5357213020324707,0.8744681477546692,0.9277266263961792,0.9101262092590332,0.417510449886322,0.5929076075553894,0.950387716293335,0.3733431100845337,0.49513909220695496,0.3897806704044342,0.9616603851318359
0.9267322421073914,0.6754103899002075,0.7152618169784546,0.7246329188346863,0.6584436297416687,0.5497514605522156,0.8753408193588257,0.9316307902336121,0.9160878658294678,0.4035678505897522,0.5907553434371948,0.9476091265678406,0.3739836812019348,0.5469743013381958,0.3445969521999359,0.9725546836853027
0.9300066828727722,0.6853605508804321,0.7227391004562378,0.7159634232521057,0.6680552363395691,0.5630541443824768,0.8753070831298828,0.9352205991744995,0.9194152355194092,0.3733367621898651,0.581007182598114,0.9467360973358154,0.3637554943561554,0.598639190196991,0.2928106486797333,0.9811906814575195
0.9329206347465515,0.6946046352386475,0.7297153472900391,0.7073715329170227,0.6771292090415955,0.5753726959228516,0.8760218024253845,0.9383449554443359,0.9206280708312988,0.3535119891166687,0.5741488337516785,0.9433541297912598,0.35728052258491516,0.6309630274772644,0.26520535349845886,0.9851522445678711
0.93560391664505,0.7031852006912231,0.7362229228019714,0.6993107795715332,0.6854687929153442,0.5872774124145508,0.8758803009986877,0.9412974119186401,0.920799732208252,0.3187788724899292,0.5616462826728821,0.9415627717971802,0.34027403593063354,0.6630481481552124,0.22776299715042114,0.9890414476394653
0.9379883408546448,0.7109470963478088,0.7421616911888123,0.6913735270500183,0.6930346488952637,0.5982893705368042,0.8756886124610901,0.9439275860786438,0.9201159477233887,0.2768416404724121,0.5466874241828918,0.9414935111999512,0.31708478927612305,0.68996661901474,0.18950267136096954,0.992142379283905
0.9400239586830139,0.7181122303009033,0.7476000189781189,0.6832509636878967,0.7002660632133484,0.6077672243118286,0.877257764339447,0.9460077285766602,0.9191398620605469,0.2403685748577118,0.5334041714668274,0.9413642287254333,0.2937242090702057,0.708841860294342,0.15851855278015137,0.9939473271369934
0.9420291781425476,0.7251484394073486,0.7529758810997009,0.6754567623138428,0.7072967886924744,0.6174889802932739,0.8780638575553894,0.9481271505355835,0.9183006286621094,0.2045132964849472,0.5225934982299805,0.9366735816001892,0.26863500475883484,0.72748202085495,0.1343107968568802,0.9953500032424927
0.9436221718788147,0.7306122183799744,0.7572280168533325,0.6683868765830994,0.71266770362854,0.6255654096603394,0.8779122829437256,0.9498863816261292,0.9173707962036133,0.18687763810157776,0.5155792832374573,0.9299303889274597,0.2549183666706085,0.7210150361061096,0.12000694870948792,0.9957931637763977
0.9450880885124207,0.7358512282371521,0.7612802982330322,0.6613592505455017,0.7179073095321655,0.6330952644348145,0.8782591819763184,0.9514596462249756,0.9168765544891357,0.16194868087768555,0.5087081789970398,0.9286788702011108,0.23575380444526672,0.7393267154693604,0.1050802618265152,0.9966284036636353
0.9467050433158875,0.741787314414978,0.7658729553222656,0.6540074348449707,0.7238680124282837,0.6415470838546753,0.8789319396018982,0.9531654715538025,0.9165647029876709,0.1470746397972107,0.5024014115333557,0.9272234439849854,0.22959862649440765,0.7732974290847778,0.09130033850669861,0.997477650642395
0.948232114315033,0.7476087808609009,0.7704088091850281,0.6462640166282654,0.729840874671936,0.6495361924171448,0.8804289698600769,0.9546962380409241,0.9160306453704834,0.14125065505504608,0.4994080662727356,0.9238993525505066,0.21644806861877441,0.7594040036201477,0.0856974795460701,0.9968697428703308
0.9492935538291931,0.7514638900756836,0.7734484672546387,0.6399320960044861,0.7336682677268982,0.6554703712463379,0.8802610635757446,0.9558748006820679,0.9168412685394287,0.15578092634677887,0.5042157769203186,0.9199997186660767,0.2378290295600891,0.7772396802902222,0.094807468354702,0.9973329305648804
0.9505293965339661,0.7564288973808289,0.7773076295852661,0.6324693560600281,0.7388303875923157,0.6620298027992249,0.8820785284042358,0.9570552110671997,0.8999261856079102,0.201695054769516,0.5162877440452576,0.9180694818496704,0.20500341057777405,0.37017548084259033,0.17395314574241638,0.9786890745162964
0.9516064524650574,0.7604082822799683,0.7804692387580872,0.6261140704154968,0.7427915334701538,0.6683079600334167,0.8817891478538513,0.9582622051239014,0.8859529495239258,0.13349959254264832,0.48446789383888245,0.9565675258636475,0.13966958224773407,0.22879455983638763,0.11755035817623138,0.9732534289360046
0.9525392651557922,0.7639247179031372,0.7832786440849304,0.6196979284286499,0.7463334202766418,0.6737769246101379,0.8817991614341736,0.9592834115028381,0.7880301475524902,0.22785627841949463,0.4580129384994507,1.0107101202011108,0.1317484825849533,0.17534828186035156,0.37175315618515015,0.7867701053619385
0.9534273743629456,0.7672345638275146,0.7859208583831787,0.6134058237075806,0.7496262192726135,0.6792037487030029,0.8813144564628601,0.9603027105331421,0.8255081176757812,0.21845003962516785,0.475099116563797,0.9684280157089233,0.12741424143314362,0.1890026032924652,0.290610671043396,0.8729245662689209
0.9542582631111145,0.7711097598075867,0.7889230251312256,0.6062580943107605,0.7538558840751648,0.6832712888717651,0.884705662727356,0.9608891010284424,0.8582777976989746,0.21833693981170654,0.4942653179168701,0.9547014236450195,0.13729624450206757,0.2268797755241394,0.2446276992559433,0.9108065366744995
0.9554702639579773,0.7756191492080688,0.7925831079483032,0.5996123552322388,0.7583246231079102,0.690984308719635,0.88374263048172,0.962308406829834,0.7977619171142578,0.23825789988040924,0.4655025601387024,1.0093289613723755,0.1470334529876709,0.18416708707809448,0.3695398271083832,0.8331581354141235
0.95578932762146,0.7774524092674255,0.7939766645431519,0.5930314660072327,0.7604615688323975,0.6920647025108337,0.8867486119270325,0.9623715877532959,0.8910279273986816,0.2229510247707367,0.5113731622695923,0.9321926832199097,0.19366541504859924,0.3147255778312683,0.1883692592382431,0.9674668312072754
0.956791341304779,0.7811762690544128,0.7970205545425415,0.5870208740234375,0.7641347646713257,0.6986921429634094,0.885614812374115,0.9635772109031677,0.9054193496704102,0.2035529464483261,0.5140193104743958,0.9254659414291382,0.2029160112142563,0.4161604046821594,0.1499699205160141,0.9823402166366577
0.9572172164916992,0.7831099033355713,0.7985458374023438,0.5808582901954651,0.7662100195884705,0.7010082602500916,0.8868426084518433,0.9639261960983276,0.9039278030395508,0.19982556998729706,0.5111253261566162,0.9337671995162964,0.18773218989372253,0.3956843912601471,0.1463184505701065,0.9794012904167175
0.9581980109214783,0.7871795892715454,0.8018491268157959,0.57436603307724,0.7704341411590576,0.7069907784461975,0.8877992630004883,0.964910089969635,0.8951306343078613,0.229111909866333,0.5205034017562866,0.9233257174491882,0.21635356545448303,0.349420428276062,0.20395086705684662,0.9719617366790771
0.9587779641151428,0.7899553775787354,0.8040473461151123,0.5676357746124268,0.7734591364860535,0.7099687457084656,0.8901571035385132,0.9653200507164001,0.8893637657165527,0.2646847665309906,0.5211227536201477,0.9228710532188416,0.20784920454025269,0.3273019790649414,0.22784319519996643,0.9490041732788086
0.9591724276542664,0.7910743355751038,0.8050186038017273,0.562892496585846,0.7743777632713318,0.7134464383125305,0.8875144720077515,0.9660041928291321,0.9083609580993652,0.21242564916610718,0.5170337557792664,0.9184557199478149,0.21641898155212402,0.45793625712394714,0.1493925303220749,0.9841809868812561
0.9599423408508301,0.7949228286743164,0.8080663084983826,0.5554835796356201,0.7786420583724976,0.7171858549118042,0.891406774520874,0.9664762616157532,0.8979048728942871,0.2005496323108673,0.5099931955337524,0.9334383010864258,0.18351686000823975,0.3452540934085846,0.16139483451843262,0.9753203392028809
0.9606070518493652,0.7974400520324707,0.8101710677146912,0.5498183369636536,0.7811234593391418,0.721994936466217,0.8903597593307495,0.9673048257827759,0.8939523696899414,0.22169724106788635,0.5110913515090942,0.9389654397964478,0.17784196138381958,0.3263344168663025,0.17756719887256622,0.962805986404419
0.9610781669616699,0.7997784614562988,0.8120566606521606,0.5435671806335449,0.7837057709693909,0.7243171334266663,0.8927130699157715,0.9675961136817932,0.830949068069458,0.24576982855796814,0.48836302757263184,0.9758472442626953,0.1731531172990799,0.21479028463363647,0.3371523320674896,0.9022865295410156
0.9615731239318848,0.8016985654830933,0.8136377334594727,0.5381460785865784,0.7855990529060364,0.7279994487762451,0.8918367624282837,0.9682212471961975,0.8404984474182129,0.2497096061706543,0.4930981993675232,0.965392529964447,0.16433356702327728,0.2226431518793106,0.3164009153842926,0.8693468570709229
0.9622874855995178,0.8047108054161072,0.8161318898200989,0.5318918228149414,0.788719892501831,0.7327964305877686,0.8921297788619995,0.9689763784408569,0.8046362400054932,0.21417155861854553,0.4611855447292328,1.1044765710830688,0.11858487129211426,0.1704770177602768,0.30792179703712463,0.8411187529563904
0.9625223278999329,0.8058097958564758,0.8170371055603027,0.5266441702842712,0.7899070978164673,0.7341322898864746,0.8928856253623962,0.969161868095398,0.7766227722167969,0.22399665415287018,0.4504813253879547,1.0970754623413086,0.1274186372756958,0.16826732456684113,0.3815635144710541,0.7875192165374756
0.9630126953125,0.8075674176216125,0.8185425996780396,0.521592915058136,0.7915873527526855,0.7382076382637024,0.8912087082862854,0.9698587656021118,0.6448183059692383,0.2253645956516266,0.3774822950363159,1.3372026681900024,0.1415482759475708,0.14267641305923462,0.5953941941261292,0.6168652176856995
0.9634563326835632,0.8099709749221802,0.8204604387283325,0.5151155591011047,0.7942805886268616,0.74013352394104,0.8942201733589172,0.9700570106506348,0.7089769840240479,0.21991735696792603,0.41119837760925293,1.206403136253357,0.12392231822013855,0.14700505137443542,0.4711958169937134,0.728958249092102
0.9642552733421326,0.8135018944740295,0.8234032392501831,0.5088304281234741,0.7979959845542908,0.7453965544700623,0.8952015042304993,0.9708389043807983,0.7063946723937988,0.216806560754776,0.4086079001426697,1.280531883239746,0.12080970406532288,0.1440587192773819,0.46378859877586365,0.7034134864807129
0.9647298455238342,0.815746009349823,0.8252476453781128,0.5026654601097107,0.8004007935523987,0.7482662200927734,0.8964757919311523,0.9712367057800293,0.7816662788391113,0.2024117410182953,0.4476553797721863,1.1490670442581177,0.0992346853017807,0.15816490352153778,0.3349737226963043,0.8015743494033813
0.9652361273765564,0.818019688129425,0.8271580934524536,0.496816486120224,0.8028079867362976,0.7515900731086731,0.8972471356391907,0.9717183113098145,0.8020343780517578,0.2487345188856125,0.46915003657341003,1.0622740983963013,0.1622355878353119,0.1889607459306717,0.3704513609409332,0.8210122585296631
0.9654495716094971,0.8186927437782288,0.827742874622345,0.49214157462120056,0.8033943772315979,0.7538172006607056,0.8956505656242371,0.9721044301986694,0.8141026496887207,0.24735616147518158,0.47506996989250183,1.0426738262176514,0.15976589918136597,0.19436587393283844,0.3447626829147339,0.8638244867324829
0.966003954410553,0.8215980529785156,0.8301438093185425,0.48543986678123474,0.8066239356994629,0.7564394474029541,0.8989678621292114,0.9723954796791077,0.7529387474060059,0.22421026229858398,0.4358784556388855,1.257751226425171,0.1330503672361374,0.15752457082271576,0.4070677161216736,0.7290160655975342
0.9660549759864807,0.8214139342308044,0.830059826374054,0.4816924035549164,0.8062852025032043,0.7578251361846924,0.8966355323791504,0.972672700881958,0.7984902858734131,0.2052585482597351,0.45953476428985596,1.1079559326171875,0.11290275305509567,0.1711219996213913,0.3276199996471405,0.8592464327812195
0.9667548537254333,0.8241932392120361,0.8324345350265503,0.47606411576271057,0.8090759515762329,0.763771653175354,0.894936740398407,0.9736021161079407,0.822974681854248,0.24572157859802246,0.4791775345802307,1.0053811073303223,0.15836969017982483,0.19876070320606232,0.32488539814949036,0.8641571998596191
0.967010498046875,0.8256986141204834,0.8336535096168518,0.470294713973999,0.8107777833938599,0.7646167874336243,0.8973082900047302,0.9736572504043579,0.7615549564361572,0.2301279604434967,0.4427958130836487,1.2066874504089355,0.13751046359539032,0.16455617547035217,0.41045722365379333,0.7665938138961792
0.9673430323600769,0.8271796703338623,0.8348957300186157,0.465078741312027,0.8123105764389038,0.7670866847038269,0.8973667025566101,0.974014937877655,0.7552745342254639,0.24010485410690308,0.4422549605369568,1.1608948707580566,0.1519210934638977,0.1687515676021576,0.44418931007385254,0.8136088252067566
0.9677683711051941,0.8292055130004883,0.8366000652313232,0.45956310629844666,0.8144868016242981,0.7698355317115784,0.8983772397041321,0.9743838310241699,0.8117778301239014,0.24878430366516113,0.47772854566574097,1.0534577369689941,0.16228309273719788,0.20088976621627808,0.3728598356246948,0.8626676201820374
0.9682603478431702,0.8312481641769409,0.8383538722991943,0.45427611470222473,0.8165674209594727,0.7739901542663574,0.897511899471283,0.975006103515625,0.8114511966705322,0.2584128975868225,0.4779517352581024,1.0828850269317627,0.17224718630313873,0.20149219036102295,0.37596866488456726,0.8502371311187744
0.9688795208930969,0.8347722887992859,0.8412794470787048,0.4471924304962158,0.8205439448356628,0.7762922048568726,0.9026721715927124,0.975191593170166,0.8499610424041748,0.2687869369983673,0.5032520294189453,1.003919243812561,0.1896447092294693,0.24310074746608734,0.32278698682785034,0.8741148710250854
0.968930721282959,0.833936333656311,0.8407236933708191,0.4445798695087433,0.8192887306213379,0.7799296975135803,0.8959363102912903,0.975890040397644,0.8630454540252686,0.28412866592407227,0.5175386071205139,0.9502983689308167,0.21111173927783966,0.2754093110561371,0.3283444046974182,0.9194568395614624
0.9691783785820007,0.8356395959854126,0.842074990272522,0.4387491047382355,0.8212719559669495,0.7800953388214111,0.8995575308799744,0.9758166074752808,0.8983983993530273,0.3247864842414856,0.5507305264472961,0.8953978419303894,0.27178335189819336,0.40463724732398987,0.2952030897140503,0.9522733092308044
0.9696809649467468,0.8379505276679993,0.8440968990325928,0.4331289231777191,0.8237391710281372,0.7836195230484009,0.9003681540489197,0.9762895107269287,0.9081757068634033,0.33331674337387085,0.5611494779586792,0.880104660987854,0.29950714111328125,0.47533807158470154,0.28450527787208557,0.9694268703460693
0.9700073599815369,0.8395865559577942,0.8454626798629761,0.42780187726020813,0.8254953622817993,0.7857161164283752,0.9013074636459351,0.9765570163726807,0.8852517604827881,0.3001333177089691,0.5388622283935547,0.9237921237945557,0.233860045671463,0.3430587649345398,0.3131771385669708,0.9337259531021118
0.9705105423927307,0.8417317867279053,0.8473434448242188,0.4226818084716797,0.8277118802070618,0.7900622487068176,0.900585412979126,0.9771773815155029,0.9070031642913818,0.3330391049385071,0.5591791868209839,0.8834025263786316,0.29768720269203186,0.4650057554244995,0.28348949551582336,0.9684337377548218
0.9709495902061462,0.8439457416534424,0.8492374420166016,0.4171029031276703,0.8301156163215637,0.792753279209137,0.9021737575531006,0.9775071740150452,0.8947482109069824,0.33850643038749695,0.55473792552948,0.8925411701202393,0.2817380130290985,0.3925146460533142,0.3287881314754486,0.9487625956535339
0.971356213092804,0.8456034064292908,0.8506901860237122,0.4127960205078125,0.8317919373512268,0.7967662811279297,0.9007497429847717,0.9780883193016052,0.9002194404602051,0.3584749102592468,0.5629698038101196,0.8771223425865173,0.3065813183784485,0.4241264760494232,0.3318355083465576,0.9542888402938843
0.9716508984565735,0.8474776148796082,0.8522739410400391,0.407235711812973,0.8339512348175049,0.7971131801605225,0.904630184173584,0.9780413508415222,0.9115869998931885,0.38991984724998474,0.5824412107467651,0.8520294427871704,0.3486979305744171,0.5064755082130432,0.34121012687683105,0.963698148727417
0.9720568060874939,0.8493261933326721,0.853865921497345,0.4022638499736786,0.835884690284729,0.800536036491394,0.9043764472007751,0.9785094261169434,0.9140806198120117,0.40382522344589233,0.5886479020118713,0.8451980352401733,0.3642469346523285,0.527729868888855,0.3490610718727112,0.9619632959365845
0.9723382592201233,0.850447952747345,0.8548908233642578,0.3982633054256439,0.8370406627655029,0.8033686876296997,0.9033832550048828,0.9789129495620728,0.9151453971862793,0.41152411699295044,0.5891038179397583,0.8404065370559692,0.3904768228530884,0.5379822254180908,0.34433767199516296,0.975299596786499
0.9725074172019958,0.8512589931488037,0.8555811643600464,0.3939061462879181,0.8378772735595703,0.804710865020752,0.903471827507019,0.9790894985198975,0.9125826358795166,0.42986923456192017,0.5976414084434509,0.8251743316650391,0.3853245973587036,0.5130020976066589,0.3923441767692566,0.9609637260437012
0.9730224013328552,0.8540201187133789,0.8579672574996948,0.3884381949901581,0.8409183621406555,0.8073776364326477,0.9063700437545776,0.979377269744873,0.8984763622283936,0.4075295329093933,0.5838121771812439,0.8435445427894592,0.35096341371536255,0.4304410219192505,0.4278164505958557,0.9286073446273804
0.9730541110038757,0.8537379503250122,0.857768177986145,0.38544774055480957,0.8404940366744995,0.8093851208686829,0.9032043218612671,0.9797137975692749,0.9132974147796631,0.42743363976478577,0.5985680818557739,0.8222805261611938,0.39421117305755615,0.518488347530365,0.3912428617477417,0.9685851335525513
0.9734414219856262,0.8556344509124756,0.8593951463699341,0.38067173957824707,0.8425145149230957,0.8123767375946045,0.9036461710929871,0.9800963401794434,0.9196977615356445,0.439564049243927,0.6059531569480896,0.8134280443191528,0.4203093647956848,0.5762156248092651,0.3767385184764862,0.9767398834228516
0.97383052110672,0.8578608632087708,0.8613349199295044,0.37543582916259766,0.845008134841919,0.8137589693069458,0.906991720199585,0.98020339012146,0.9194076061248779,0.4595681428909302,0.6136617660522461,0.799576997756958,0.4252663850784302,0.5670291781425476,0.4077814519405365,0.970147967338562
0.9738604426383972,0.8577444553375244,0.8612557649612427,0.37244662642478943,0.8448011875152588,0.8151326775550842,0.9050062894821167,0.980425238609314,0.9096846580505371,0.45125794410705566,0.6014062166213989,0.806016206741333,0.40893033146858215,0.49273136258125305,0.42719629406929016,0.961349368095398
0.9744066596031189,0.8606271743774414,0.863778829574585,0.36708423495292664,0.8479679822921753,0.8182629942893982,0.9076115489006042,0.9807752370834351,0.9210734367370605,0.48017990589141846,0.6237778663635254,0.7831494212150574,0.44400739669799805,0.576183557510376,0.43520230054855347,0.9688966274261475
0.9748535752296448,0.8626800179481506,0.8655955791473389,0.3625839650630951,0.8501304388046265,0.8223418593406677,0.9071423411369324,0.9813096523284912,0.9222004413604736,0.49775785207748413,0.6273560523986816,0.778384268283844,0.46895962953567505,0.584711492061615,0.4407917857170105,0.973044753074646
0.9743883013725281,0.859947919845581,0.8632409572601318,0.3617370128631592,0.8470714092254639,0.8207545876502991,0.9030336141586304,0.9811919927597046,0.9191322326660156,0.4997122287750244,0.6292338371276855,0.7697726488113403,0.45681360363960266,0.5547048449516296,0.4731365144252777,0.9617580771446228
0.9747986793518066,0.8624693751335144,0.8654096126556396,0.3563917577266693,0.8499218225479126,0.821616530418396,0.9075804948806763,0.9812076687812805,0.9234364032745361,0.5247024297714233,0.6430767774581909,0.7501242160797119,0.4854009747505188,0.5832180976867676,0.4961146116256714,0.965561032295227
0.9751525521278381,0.8639199137687683,0.8667278289794922,0.3525432050228119,0.8513949513435364,0.8256391286849976,0.9059109091758728,0.9817546010017395,0.9300429821014404,0.5487828254699707,0.6564457416534424,0.735735297203064,0.5240124464035034,0.6398851275444031,0.49323299527168274,0.9763594269752502
0.9752741456031799,0.8644859194755554,0.8672324419021606,0.34918710589408875,0.8519928455352783,0.8267382383346558,0.9058324098587036,0.9818953275680542,0.9276988506317139,0.555077314376831,0.6579765677452087,0.7291971445083618,0.5230298042297363,0.6107445955276489,0.5221748352050781,0.9709768295288086
0.9756802916526794,0.8666145205497742,0.8690991997718811,0.34463831782341003,0.8543158769607544,0.82936030626297,0.9073440432548523,0.9821958541870117,0.9313309192657471,0.559988796710968,0.6671926379203796,0.716832160949707,0.525154709815979,0.6395661234855652,0.5272002816200256,0.9701115489006042
0.9759959578514099,0.8681992292404175,0.8704981803894043,0.34083256125450134,0.8560269474983215,0.8317686319351196,0.9079182147979736,0.9824872016906738,0.9385013580322266,0.5953422784805298,0.6860255002975464,0.6957074999809265,0.5749491453170776,0.7047255039215088,0.5343909859657288,0.9805623292922974
0.9764662384986877,0.8709174394607544,0.8728932738304138,0.33569180965423584,0.8590655326843262,0.8334618210792542,0.9118981957435608,0.9826223850250244,0.9404294490814209,0.6079447269439697,0.6938298940658569,0.6829900145530701,0.585456132888794,0.7178910374641418,0.5470936298370361,0.9802279472351074
0.976942777633667,0.8729889392852783,0.874787449836731,0.33196547627449036,0.8612174987792969,0.8386957049369812,0.9102213382720947,0.9833049178123474,0.9447183609008789,0.6225650310516357,0.7043387293815613,0.6691870093345642,0.6075689792633057,0.7696645259857178,0.5425600409507751,0.9850647449493408
0.9765602946281433,0.8709990978240967,0.872988224029541,0.3305203318595886,0.8590337038040161,0.8362736105918884,0.9086667895317078,0.9830338358879089,0.9451839923858643,0.6289017200469971,0.7081429362297058,0.6601147651672363,0.6115789413452148,0.7668932676315308,0.5537202954292297,0.9841141104698181
0.9770796895027161,0.8738545179367065,0.8755260705947876,0.3254682719707489,0.8621900081634521,0.8389467597007751,0.9117658734321594,0.9833071231842041,0.945124626159668,0.6368688344955444,0.7114753723144531,0.650813639163971,0.6162009835243225,0.7549355626106262,0.5696681141853333,0.9823305010795593
0.9773821830749512,0.8753057718276978,0.8768328428268433,0.3218902349472046,0.8637383580207825,0.8416942954063416,0.9116755127906799,0.9836469888687134,0.9483580589294434,0.6520745754241943,0.7207959890365601,0.6377766728401184,0.6377943754196167,0.7929197549819946,0.5698097944259644,0.9863415956497192
0.9776074886322021,0.8763750791549683,0.8778124451637268,0.31868842244148254,0.8648797273635864,0.8437391519546509,0.911629855632782,0.9838984608650208,0.9500918388366699,0.6585147380828857,0.7256289720535278,0.6282232999801636,0.6477622389793396,0.8164188861846924,0.5682032704353333,0.9883276224136353
0.9776989817619324,0.8769150376319885,0.8782507181167603,0.3156377077102661,0.8654600977897644,0.8443012833595276,0.9120360612869263,0.9839599132537842,0.950178861618042,0.6579447984695435,0.7257346510887146,0.6235578656196594,0.6471612453460693,0.8182308673858643,0.5674761533737183,0.9883404970169067
0.9778353571891785,0.8776692748069763,0.8789654970169067,0.31250831484794617,0.8663160800933838,0.8447181582450867,0.9133021831512451,0.9839880466461182,0.9509046077728271,0.6683419346809387,0.7306973934173584,0.6117079257965088,0.6556682586669922,0.8161759972572327,0.5802323222160339,0.987790584564209
0.978476345539093,0.8808194994926453,0.8818233609199524,0.30782902240753174,0.8696954846382141,0.850304126739502,0.9136180281639099,0.9846606254577637,0.9519398212432861,0.6698982119560242,0.7327821254730225,0.607059895992279,0.660263180732727,0.8347485065460205,0.5749822854995728,0.9893468618392944
0.9782987236976624,0.8797410726547241,0.8808326721191406,0.3065132200717926,0.8684735298156738,0.8501462936401367,0.9113833904266357,0.984679639339447,0.9524438381195068,0.6788407564163208,0.7376928329467773,0.5936771631240845,0.6662219166755676,0.8266139030456543,0.5907109379768372,0.9881994724273682
